SA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,LAD18CD,LAD18NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID
N00000411,1b1,Rural Life,95CC13W1,Killylea,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,487
N00000412,1a1,Rural Workers and Families,95CC13W1,Killylea,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,488
N00000413,1a1,Rural Workers and Families,95CC13W1,Killylea,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,489
N00000414,1a1,Rural Workers and Families,95CC13W1,Killylea,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,490
N00000415,1b1,Rural Life,95CC13W1,Killylea,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,491
N00000416,1a1,Rural Workers and Families,95CC13W1,Killylea,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,492
N00000417,6b2,White Suburban Communities,95CC14W1,Laurelvale,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,493
N00000418,1b1,Rural Life,95CC14W1,Laurelvale,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,494
N00000419,1a2,Established Farming Communities,95CC14W1,Laurelvale,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,495
N00000420,1c2,Renting Rural Retirement,95CC14W1,Laurelvale,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,496
N00000421,6b3,Semi-Detached Ageing,95CC14W1,Laurelvale,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,497
N00000422,8a1,Industrious Transitions,95CC14W1,Laurelvale,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,498
N00000423,1a1,Rural Workers and Families,95CC15W1,Loughgall,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,499
N00000424,1b1,Rural Life,95CC15W1,Loughgall,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,500
N00000425,1a1,Rural Workers and Families,95CC15W1,Loughgall,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,501
N00000426,1b1,Rural Life,95CC15W1,Loughgall,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,502
N00000427,1b1,Rural Life,95CC15W1,Loughgall,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,503
N00000428,1b1,Rural Life,95CC15W1,Loughgall,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,504
N00000429,1a1,Rural Workers and Families,95CC15W1,Loughgall,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,505
N00000430,1a1,Rural Workers and Families,95CC16W1,Markethill,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,506
N00000431,1b1,Rural Life,95CC16W1,Markethill,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,507
N00000432,1b1,Rural Life,95CC16W1,Markethill,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,508
N00000433,8c2,Ageing Rural Industry Workers,95CC16W1,Markethill,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,509
N00000434,8a1,Industrious Transitions,95CC16W1,Markethill,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,510
N00000435,8c2,Ageing Rural Industry Workers,95CC16W1,Markethill,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,511
N00000436,1a1,Rural Workers and Families,95CC16W1,Markethill,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,512
N00000437,1a1,Rural Workers and Families,95CC17W1,Milford,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,513
N00000438,1a1,Rural Workers and Families,95CC17W1,Milford,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,514
N00000439,1a1,Rural Workers and Families,95CC17W1,Milford,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,515
N00000440,1a1,Rural Workers and Families,95CC17W1,Milford,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,516
N00000441,1a3,Agricultural Communities,95CC17W1,Milford,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,517
N00002330,1a2,Established Farming Communities,95LL19S2,Magheralin 2,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,518
N00000739,1a1,Rural Workers and Families,95FF04W1,Bannside,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,519
N00000740,1a1,Rural Workers and Families,95FF04W1,Bannside,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,520
N00000741,1a2,Established Farming Communities,95FF05W1,Dromore North,5e,Primary sector workers,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,521
N00002184,7a1,Transitional Eastern European Neighbourhoods,95LL02S2,Annagh 2,4b,Constrained renters,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,522
N00000742,8a1,Industrious Transitions,95FF05W1,Dromore North,5e,Primary sector workers,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,523
N00002185,4a2,Social Renting New Arrivals,95LL02S2,Annagh 2,4b,Constrained renters,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,524
N00002285,6b3,Semi-Detached Ageing,95LL14S2,Drumnamoe 2,5d,Endeavouring social renters,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,525
N00000786,1a1,Rural Workers and Families,95FF11W1,Katesbridge,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,526
N00000743,8d3,Hard-Pressed European Settlers,95FF05W1,Dromore North,5e,Primary sector workers,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,527
N00000744,8a1,Industrious Transitions,95FF05W1,Dromore North,5e,Primary sector workers,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,528
N00000745,5a1,White Professionals,95FF05W1,Dromore North,5e,Primary sector workers,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,529
N00000746,8c3,Renting Hard-Pressed Workers,95FF05W1,Dromore North,5e,Primary sector workers,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,530
N00000747,8a1,Industrious Transitions,95FF05W1,Dromore North,5e,Primary sector workers,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,531
N00000748,1b2,Rural White-Collar Workers,95FF06S1,Dromore South 1,5a,Ageing urban communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,532
N00000749,8a1,Industrious Transitions,95FF06S1,Dromore South 1,5a,Ageing urban communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,533
N00000750,5b2,Communal Retirement,95FF06S1,Dromore South 1,5a,Ageing urban communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,534
N00000751,5a1,White Professionals,95FF06S1,Dromore South 1,5a,Ageing urban communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,535
N00000752,5b3,Self-Sufficient Retirement,95FF06S1,Dromore South 1,5a,Ageing urban communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,536
N00000753,1a1,Rural Workers and Families,95FF06S2,Dromore South 2,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,537
N00000754,5a1,White Professionals,95FF06S2,Dromore South 2,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,538
N00000755,6b2,White Suburban Communities,95FF06S2,Dromore South 2,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,539
N00000756,8c1,Ageing Industrious Workers,95FF06S2,Dromore South 2,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,540
N00000757,6a2,Comfortable Suburbia,95FF06S2,Dromore South 2,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,541
N00000758,8d1,Young Hard-Pressed Families,95FF07W1,Edenderry,5d,Endeavouring social renters,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,542
N00000759,6b2,White Suburban Communities,95FF07W1,Edenderry,5d,Endeavouring social renters,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,543
N00002331,1b1,Rural Life,95LL19S2,Magheralin 2,2d,Rural traits,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,544
N00002233,4a2,Social Renting New Arrivals,95LL08S2,Corcrain 2,4b,Constrained renters,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,545
N00000760,8c2,Ageing Rural Industry Workers,95FF07W1,Edenderry,5d,Endeavouring social renters,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,546
N00000761,8c2,Ageing Rural Industry Workers,95FF07W1,Edenderry,5d,Endeavouring social renters,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,547
N00000762,7a1,Transitional Eastern European Neighbourhoods,95FF07W1,Edenderry,5d,Endeavouring social renters,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,548
N00000763,8b2,Hard-Pressed Rented Terraces,95FF07W1,Edenderry,5d,Endeavouring social renters,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,549
N00000764,6b4,Older Workers and Retirement,95FF07W1,Edenderry,5d,Endeavouring social renters,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,550
N00000765,8c3,Renting Hard-Pressed Workers,95FF07W1,Edenderry,5d,Endeavouring social renters,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,551
N00000766,8c1,Ageing Industrious Workers,95FF08W1,Fort,5c,Comfortable neighbourhoods,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,552
N00000767,1b1,Rural Life,95FF08W1,Fort,5c,Comfortable neighbourhoods,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,553
N00000768,8c1,Ageing Industrious Workers,95FF08W1,Fort,5c,Comfortable neighbourhoods,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,554
N00000769,6b2,White Suburban Communities,95FF08W1,Fort,5c,Comfortable neighbourhoods,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,555
N00000770,6b2,White Suburban Communities,95FF08W1,Fort,5c,Comfortable neighbourhoods,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,556
N00000771,8c3,Renting Hard-Pressed Workers,95FF08W1,Fort,5c,Comfortable neighbourhoods,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,557
N00000772,1a1,Rural Workers and Families,95FF09W1,Gilford,5e,Primary sector workers,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,558
N00000773,1b1,Rural Life,95FF09W1,Gilford,5e,Primary sector workers,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,559
N00000774,8c2,Ageing Rural Industry Workers,95FF09W1,Gilford,5e,Primary sector workers,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,560
N00000775,1b2,Rural White-Collar Workers,95FF09W1,Gilford,5e,Primary sector workers,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,561
N00000776,8c2,Ageing Rural Industry Workers,95FF09W1,Gilford,5e,Primary sector workers,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,562
N00000777,1b1,Rural Life,95FF10W1,Gransha,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,563
N00000778,1a1,Rural Workers and Families,95FF10W1,Gransha,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,564
N00000779,1b1,Rural Life,95FF10W1,Gransha,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,565
N00000780,1a2,Established Farming Communities,95FF10W1,Gransha,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,566
N00000781,1b2,Rural White-Collar Workers,95FF10W1,Gransha,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,567
N00000782,1a1,Rural Workers and Families,95FF10W1,Gransha,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,568
N00000783,1b1,Rural Life,95FF11W1,Katesbridge,2c,Remoter communities,N09000002,"Armagh, Banbridge and Craigavon",7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,569
